completed	failure	Fix typo in `error_overdepending` field	Tests	fix_error_overdepending_typo	pull_request	4684466533	1h13m25s	15h
completed	failure	Added load_file_data and load_str_data as functions available in meta.yaml	Tests	cb4465	pull_request	2393884940	1h9m52s	May 27, 2022
completed	failure	Added load_file_data and load_str_data as functions available in meta.yaml	Tests	cb4465	pull_request	2393871983	1h16m35s	May 27, 2022
completed	failure	Added load_file_data and load_str_data as functions available in meta.yaml	Tests	cb4465	pull_request	2393854748	32m12s	May 27, 2022
completed	success	get_stdlib_dir(): Don't select python3.1 symlink; select python3.10	Tests	fix-sp_dir	pull_request	2379991125	1h27m50s	May 24, 2022
completed	failure	get_stdlib_dir(): Don't select python3.1 symlink; select python3.10	Tests	fix-sp_dir	pull_request	2379976147	1h24m8s	May 24, 2022
completed	failure	Fix link to prerequisites for build tutorials	Tests	fix-link-to-tutorial-prerequisites	pull_request	2376780680	1h25m33s	May 31, 2022
completed	failure	Clarify `linux64` & `linux32`	Tests	clarify_linux64	pull_request	2361261403	1h24m25s	May 21, 2022
completed	failure	Drop dependency on Setuptools	Tests	use_packaging	pull_request	2356770562	1h20m47s	May 20, 2022
completed	success	Add CLI option for changing the compression settings	Tests	change-compression-opts	pull_request	2349361151	1h10m56s	May 19, 2022
completed	failure	Add CLI option for changing the compression settings	Tests	change-compression-opts	pull_request	2349348728	1h36m55s	May 19, 2022
completed	failure	Add CLI option for changing the compression settings	Tests	change-compression-opts	pull_request	2349334860	15m22s	May 19, 2022
completed	failure	Add CLI option for changing the compression settings	Tests	change-compression-opts	pull_request	2347848845	1h21m57s	May 18, 2022
completed	failure	Add CLI option for changing the compression settings	Tests	change-compression-opts	pull_request	2347819247	1h2m50s	May 18, 2022
completed	failure	reformat index.py with black, move into module	Tests	blacken	pull_request	2334066637	1h19m2s	May 16, 2022
completed	failure	reformat index.py with black, move into module	Tests	blacken	pull_request	2334001255	15m13s	May 16, 2022
completed	failure	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	2333344639	1h20m14s	May 16, 2022
completed	success	Added load_file_data and load_str_data as functions available in meta.yaml	Tests	master	pull_request	2324793232	1h21m0s	May 14, 2022
completed	success	🔄 Synced file(s) with conda/infra (#4466)	Tests	master	push	2320583681	1h23m54s	May 24, 2022
completed	failure	Added load_file_data and load_str_data as functions available in meta.yaml	Tests	master	pull_request	2320414376	1h24m44s	May 13, 2022
completed	failure	Add CLI option for changing the compression settings	Tests	change-compression-opts	pull_request	2319586748	1h26m50s	May 13, 2022
completed	success	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	2318485695	45m44s	May 13, 2022
completed	failure	Added load_file_data and load_str_data as functions available in meta.yaml	Tests	master	pull_request	2316652372	1h16m24s	May 12, 2022
completed	success	Added load_file_data and load_str_data as functions available in meta.yaml	Tests	master	pull_request	2316462055	1h17m49s	May 12, 2022
completed	failure	Added load_file_data and load_str_data as functions available in meta.yaml	Tests	master	pull_request	2316362904	1h16m7s	May 12, 2022
completed	failure	Added load_file_data and load_str_data as functions available in meta.yaml	Tests	master	pull_request	2316124649	1h26m23s	May 12, 2022
completed	failure	Added load_file_data and load_str_data as functions available in meta.yaml	Tests	master	pull_request	2315970330	1h23m53s	May 12, 2022
completed	failure	Added load_file_data and load_str_data as functions available in meta.yaml	Tests	master	pull_request	2315627519	1h23m54s	May 12, 2022
completed	failure	Added load_file_data and load_str_data as functions available in meta.yaml	Tests	master	pull_request	2315620789	1h13m17s	May 12, 2022
completed	success	Fix a CLI argument bug for the conda-debug command (#4448)	Tests	master	push	2312913804	1h22m52s	May 12, 2022
completed	success	Bugfix: fixes a CLI argument bug for the conda-debug command	Tests	bug/conda-debug-file-path-4404	pull_request	2309909739	1h7m15s	May 11, 2022
completed	success	🔄 Synced file(s) with conda/infra (#4464)	Tests	master	push	2309833766	2h7m42s	May 11, 2022
completed	success	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	2309831609	1h37m33s	May 11, 2022
completed	success	use set for membership queries (#4459)	Tests	master	push	2309757037	1h17m11s	May 11, 2022
completed	success	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	2309262785	1h28m35s	May 11, 2022
completed	success	use set for membership queries	Tests	set-queries	pull_request	2309065660	1h23m12s	May 11, 2022
completed	success	cache test packages in memory	Tests	cache-test-packages	pull_request	2309027484	1h21m45s	May 11, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2308907048	14m16s	May 11, 2022
completed	failure	cache test packages in memory	Tests	cache-test-packages	pull_request	2308855895	1h18m37s	May 11, 2022
completed	success	cache test packages in memory	Tests	cache-test-packages	pull_request	2308831537	1h14m2s	May 11, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2308353392	38m42s	May 11, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2308347823	36m58s	May 11, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2308091622	1h22m55s	May 11, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2307925437	1h34m47s	May 11, 2022
completed	success	🔄 Synced file(s) with conda/infra (#4461)	Tests	master	push	2307711100	2h16m59s	May 11, 2022
completed	success	use set for membership queries	Tests	set-queries	pull_request	2307514957	1h7m54s	May 11, 2022
completed	failure	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	2307482096	1h45m8s	May 11, 2022
completed	failure	use set for membership queries	Tests	set-queries	pull_request	2303524551	1h18m7s	May 10, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2303521225	12m35s	May 10, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2303516376	18m51s	May 10, 2022
completed	failure	Bugfix: fixes a CLI argument bug for the conda-debug command	Tests	bug/conda-debug-file-path-4404	pull_request	2302335653	1h26m38s	May 10, 2022
completed	failure	Bugfix: fixes a CLI argument bug for the conda-debug command	Tests	bug/conda-debug-file-path-4404	pull_request	2302319790	1h31m0s	May 10, 2022
completed	failure	Bugfix: fixes a CLI argument bug for the conda-debug command	Tests	bug/conda-debug-file-path-4404	pull_request	2302246769	1h51m53s	May 10, 2022
completed	success	Bugfix: fixes a CLI argument bug for the conda-debug command	Tests	bug/conda-debug-file-path-4404	pull_request	2302005122	1h29m23s	May 10, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2301606266	18m35s	May 10, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2301599226	15m32s	May 10, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2300939627	16m41s	May 10, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2300754864	16m59s	May 10, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2300230868	2h0m38s	May 10, 2022
completed	failure	perf improvement for get_used_loop_vars	Tests	perf	pull_request	2299562395	1h14m57s	May 10, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2297830860	14m57s	May 10, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2296913821	1h47m0s	May  9, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2296885827	1h41m19s	May  9, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2296869259	1h35m30s	May  9, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2296684849	2h2m12s	May  9, 2022
completed	success	Bugfix: fixes a CLI argument bug for the conda-debug command	Tests	bug/conda-debug-file-path-4404	pull_request	2296278948	1h27m55s	May 10, 2022
completed	failure	add mips64 loongarch64 support	Tests	master	pull_request	2296267270	3h8m4s	May  9, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate (#4456)	Tests	master	push	2296258281	3h1m0s	May  9, 2022
completed	failure	Drop dependency on Setuptools	Tests	use_packaging	pull_request	2296257226	2h42m46s	May  9, 2022
completed	failure	🔄 Synced file(s) with conda/infra (#4458)	Tests	master	push	2296255692	1h45m9s	May  9, 2022
completed	failure	Drop dependency on Setuptools	Tests	use_packaging	pull_request	2296254669	1h33m18s	May  9, 2022
completed	failure	Remove xfail markers from MacOS tests now that SDK tools are set up p…	Tests	master	push	2296251706	1h28m38s	May  9, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2296147043	16m48s	May  9, 2022
completed	success	🔄 Synced file(s) with conda/infra	Tests	repo-sync/infra/default	pull_request	2295904781	1h22m41s	May  9, 2022
completed	failure	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	2295520697	1h36m10s	May  9, 2022
completed	failure	Bugfix: fixes a CLI argument bug for the conda-debug command	Tests	bug/conda-debug-file-path-4404	pull_request	2294986340	1h25m48s	May  9, 2022
completed	failure	Bugfix: fixes a CLI argument bug for the conda-debug command	Tests	bug/conda-debug-file-path-4404	pull_request	2294825209	1h19m20s	May  9, 2022
completed	failure	Bugfix: fixes a CLI argument bug for the conda-debug command	Tests	bug/conda-debug-file-path-4404	pull_request	2294812937	1h26m42s	May  9, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2294775501	14m34s	May  9, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2294763788	16m1s	May  9, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2294489157	13m30s	May  9, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2294480247	14m6s	May  9, 2022
completed	success	Remove `xfail` Markers from MacOS CI Tests	Tests	remove_xfail_markers	pull_request	2284626385	1h19m23s	May  7, 2022
completed	failure	Remove rpaths that occur multiple times (#4287)	Tests	master	push	2284393340	1h14m55s	May  6, 2022
completed	success	Remove rpaths that occur multiple times	Tests	rpaths	pull_request	2284014438	1h30m4s	May  6, 2022
completed	failure	[WIP - DNM] Update Xcode Setup for MacOS Test Runs	Tests	fix_macos_xcode_gha	pull_request	2283967039	1h22m29s	May  6, 2022
completed	failure	[WIP - DNM] Update Xcode Setup for MacOS Test Runs	Tests	fix_macos_xcode_gha	pull_request	2283943799	1h25m24s	May  6, 2022
completed	failure	[WIP - DNM] Update Xcode Setup for MacOS Test Runs	Tests	fix_macos_xcode_gha	pull_request	2283596609	1h19m4s	May  6, 2022
completed	failure	[WIP - DNM] Update Xcode Setup for MacOS Test Runs	Tests	fix_macos_xcode_gha	pull_request	2283249379	1h27m57s	May  6, 2022
completed	cancelled	[WIP - DNM] Update Xcode Setup for MacOS Test Runs	Tests	fix_macos_xcode_gha	pull_request	2283219446	6m52s	May  6, 2022
completed	failure	[WIP - DNM] Update Xcode Setup for MacOS Test Runs	Tests	fix_macos_xcode_gha	pull_request	2283161887	1h24m28s	May  6, 2022
completed	success	Bugfix: fixes a CLI argument bug for the conda-debug command	Tests	bug/conda-debug-file-path-4404	pull_request	2281369190	1h19m2s	May  6, 2022
completed	failure	Bugfix: fixes a CLI argument bug for the conda-debug command	Tests	bug/conda-debug-file-path-4404	pull_request	2281340940	1h21m24s	May  6, 2022
completed	cancelled	[WIP - DNM] Update Xcode Setup for MacOS Test Runs	Tests	fix_macos_xcode_gha	pull_request	2279645940	1h39m35s	May  6, 2022
completed	success	[WIP - DNM] Update Xcode Setup for MacOS Test Runs	Tests	fix_macos_xcode_gha	pull_request	2277788265	1h16m23s	May  5, 2022
completed	failure	[WIP - DNM] Update Xcode Setup for MacOS Test Runs	Tests	fix_macos_xcode_gha	pull_request	2277765569	1h19m19s	May  5, 2022
completed	failure	[WIP - DNM] Update Xcode Setup for MacOS Test Runs	Tests	fix_macos_xcode_gha	pull_request	2277734691	1h21m44s	May  5, 2022
completed	failure	[pre-commit.ci] pre-commit autoupdate (#4440)	Tests	master	push	2276731271	1h17m2s	May  5, 2022
completed	failure	Bugfix: fixes a CLI argument bug for the conda-debug command	Tests	bug/conda-debug-file-path-4404	pull_request	2275231975	1h22m7s	May  5, 2022
completed	failure	Bugfix: fixes a CLI argument bug for the conda-debug command	Tests	bug/conda-debug-file-path-4404	pull_request	2274882848	2h17m43s	May  5, 2022
completed	success	Bugfix: fixes a CLI argument bug for the conda-debug command	Tests	bug/conda-debug-file-path-4404	pull_request	2274847921	2h8m18s	May  5, 2022
completed	failure	Bugfix: fixes a CLI argument bug for the conda-debug command	Tests	bug/conda-debug-file-path-4404	pull_request	2274726169	1h22m44s	May  5, 2022
completed	failure	Bugfix: fixes a CLI argument bug for the conda-debug command	Tests	bug/conda-debug-file-path-4404	pull_request	2274718901	1h19m19s	May  5, 2022
completed	failure	Bugfix: fixes a CLI argument bug for the conda-debug command	Tests	bug/conda-debug-file-path-4404	pull_request	2274690703	1h50m8s	May  5, 2022
completed	failure	Bugfix: fixes a CLI argument bug for the conda-debug command	Tests	bug/conda-debug-file-path-4404	pull_request	2274682553	1h28m20s	May  5, 2022
completed	failure	Bugfix: fixes a CLI argument bug for the conda-debug command	Tests	bug/conda-debug-file-path-4404	pull_request	2274669613	1h27m27s	May  5, 2022
completed	failure	Bugfix: fixes a CLI argument bug for the conda-debug command	Tests	bug/conda-debug-file-path-4404	pull_request	2274664830	1h20m44s	May  5, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2273150225	13m28s	May  5, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2273142776	15m20s	May  5, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2272753835	15m8s	May  4, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2272582805	13m41s	May  4, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2272501642	13m27s	May  4, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2272402784	23m30s	May  4, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2272396058	18m51s	May  4, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2272393573	13m24s	May  4, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2272126756	13m50s	May  4, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2271852832	26m34s	May  4, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2271848039	19m38s	May  4, 2022
completed	failure	convert filesystem-based metadata cache to sqlite	Tests	cache-sqlite	pull_request	2271486833	41m20s	May  4, 2022
completed	failure	DRAFT: use sqlite for conda-build index .cache directory	Tests	cache-sqlite	pull_request	2271468309	42m56s	May  4, 2022
completed	failure	DRAFT: use sqlite for conda-build index .cache directory	Tests	cache-sqlite	pull_request	2271467751	35m54s	May  4, 2022
completed	failure	DRAFT: use sqlite for conda-build index .cache directory	Tests	cache-sqlite	pull_request	2271462200	18m41s	May  4, 2022
completed	failure	Bugfix: fixes a CLI argument bug for the conda-debug command	Tests	bug/conda-debug-file-path-4404	pull_request	2270205273	1h17m44s	May  4, 2022
completed	success	Bugfix: fixes a CLI argument bug for the conda-debug command	Tests	bug/conda-debug-file-path-4404	pull_request	2270198376	1h9m26s	May  4, 2022
completed	failure	Bugfix: fixes a CLI argument bug for the conda-debug command	Tests	bug/conda-debug-file-path-4404	pull_request	2269851484	1h47m12s	May  4, 2022
completed	failure	Bugfix: fixes a CLI argument bug for the conda-debug command	Tests	bug/conda-debug-file-path-4404	pull_request	2269845724	1h32m38s	May  4, 2022
completed	failure	Bugfix: fixes a CLI argument bug for the conda-debug command	Tests	bug/conda-debug-file-path-4404	pull_request	2269627675	1h24m27s	May  4, 2022
completed	failure	Bugfix: fixes a CLI argument bug for the conda-debug command	Tests	bug/conda-debug-file-path-4404	pull_request	2269616123	1h19m6s	May  4, 2022
completed	failure	Bugfix: fixes a CLI argument bug for the conda-debug command	Tests	bug/conda-debug-file-path-4404	pull_request	2269614792	1h11m46s	May  4, 2022
completed	failure	Bugfix: fixes a CLI argument bug for the conda-debug command	Tests	bug/conda-debug-file-path-4404	pull_request	2269607887	1h21m41s	May  4, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	2259135516	1h28m39s	May  2, 2022
completed	failure	Remove rpaths that occur multiple times	Tests	rpaths	pull_request	2254083463	1h6m3s	May  4, 2022
completed	failure	Remove rpaths that occur multiple times	Tests	rpaths	pull_request	2254080657	1h23m17s	May  1, 2022
completed	failure	Add --append option to conda-index	Tests	extend-index	pull_request	2246641196	1h22m37s	Apr 29, 2022
completed	success	Also rewrite long prefix paths in `output` scripts $PREFIX, etc.	Tests	rewrite_env-in-outputs	pull_request	2246522572	1h17m57s	Apr 29, 2022
completed	success	Use scandir() to avoid separate is_dir() syscall (#4273)	Tests	master	push	2238657446	1h20m19s	Apr 28, 2022
completed	success	Making tests easier to run (#4425)	Tests	master	push	2226758947	1h22m42s	Apr 26, 2022
completed	success	Update `import` for Setuptools 61.0.0+ (#4430)	Tests	master	push	2226207372	1h22m30s	Apr 26, 2022
completed	success	Add `entry_points` to `outputs` in `FIELDS` (#4389)	Tests	master	push	2225656048	1h15m53s	Apr 26, 2022
completed	failure	Drop dependency on Setuptools	Tests	use_packaging	pull_request	2224157571	1h24m31s	Apr 26, 2022
completed	success	Add `entry_points` to `outputs` in `FIELDS`	Tests	add_ep_to_op_fields	pull_request	2223473185	1h19m17s	Apr 26, 2022
completed	success	Ensure `test/commands` & `run_test.*` both work	Tests	fix_tst_dir	pull_request	2223470329	34m0s	Apr 26, 2022
completed	success	Support Setuptools 61.0.0+	Tests	hdl_new_sp_load	pull_request	2223465886	1h21m14s	Apr 25, 2022
completed	success	use scandir() to avoid separate is_dir() syscall	Tests	index-scandir	pull_request	2222739870	1h20m4s	Apr 25, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate	Tests	pre-commit-ci-update-config	pull_request	2221543593	1h7m22s	Apr 26, 2022
completed	success	Making tests easier to run	Tests	makefile_updates	pull_request	2221288893	1h12m57s	Apr 25, 2022
completed	success	Making tests easier to run	Tests	makefile_updates	pull_request	2209518282	1h0m24s	Apr 25, 2022
completed	success	Remove unused Travis CI files/references (#4438)	Tests	master	push	2207708067	1h22m39s	Apr 22, 2022
completed	success	Making tests easier to run	Tests	makefile_updates	pull_request	2204485185	1h16m50s	Apr 22, 2022
completed	success	Making tests easier to run	Tests	makefile_updates	pull_request	2204463419	1h20m7s	Apr 21, 2022
completed	success	Remove Unused Travis CI Files	Tests	remove_travisci_files	pull_request	2204154565	1h16m16s	Apr 21, 2022
completed	failure	Remove Unused Travis CI Files	Tests	remove_travisci_files	pull_request	2204115959	1h20m35s	Apr 21, 2022
completed	failure	Remove Azure CI pipeline Files (#4436)	Tests	master	push	2204111976	1h22m9s	Apr 21, 2022
completed	success	Remove Azure CI pipeline Files	Tests	remove_azure_pipeline	pull_request	2203365351	1h15m3s	Apr 21, 2022
completed	success	Remove Unused Travis CI Files	Tests	remove_travisci_files	pull_request	2203323015	1h22m53s	Apr 21, 2022
completed	failure	Remove Unused Travis CI Files	Tests	remove_travisci_files	pull_request	2203319648	1h16m57s	Apr 21, 2022
completed	success	Remove Azure CI pipeline Files	Tests	remove_azure_pipeline	pull_request	2202011740	1h17m8s	Apr 21, 2022
completed	failure	Remove Azure CI pipeline Files	Tests	remove_azure_pipeline	pull_request	2202007239	1h24m36s	Apr 21, 2022
completed	success	[pre-commit.ci] pre-commit autoupdate (#4424)	Tests	master	push	2201039500	1h17m3s	Apr 21, 2022
completed	success	Remove Azure CI pipeline Files	Tests	remove_azure_pipeline	pull_request	2198973941	1h25m48s	Apr 21, 2022
completed	failure	Remove Azure CI pipeline Files	Tests	remove_azure_pipeline	pull_request	2198972207	1h21m24s	Apr 21, 2022
completed	success	Making tests easier to run	Tests	makefile_updates	pull_request	2198458468	1h20m45s	Apr 20, 2022
completed	failure	Remove Azure CI pipeline Files	Tests	remove_azure_pipeline	pull_request	2198368117	1h24m13s	Apr 20, 2022
completed	success	Migrate MacOS Tests from Azure to GitHub Actions (#4412)	Tests	master	push	2197101837	1h22m55s	Apr 20, 2022
completed	failure	run tests with conda-libmamba-solver enabled (DNM)	Tests	conda-libmamba-solver-tests	pull_request	2194747706	1h13m33s	Apr 25, 2022
completed	success	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2191565804	1h19m8s	Apr 19, 2022
completed	failure	run tests with conda-libmamba-solver enabled (DNM)	Tests	conda-libmamba-solver-tests	pull_request	2190382356	1h31m28s	Apr 19, 2022
completed	failure	run tests with conda-libmamba-solver enabled (DNM)	Tests	conda-libmamba-solver-tests	pull_request	2190245723	1h33m9s	Apr 19, 2022
completed	failure	run tests with conda-libmamba-solver enabled (DNM)	Tests	conda-libmamba-solver-tests	pull_request	2190146251	37m53s	Apr 19, 2022
completed	failure	run tests with conda-libmamba-solver enabled (DNM)	Tests	conda-libmamba-solver-tests	pull_request	2189365317	35m1s	Apr 19, 2022
completed	failure	run tests with conda-libmamba-solver enabled (DNM)	Tests	conda-libmamba-solver-tests	pull_request	2189200708	22m14s	Apr 19, 2022
completed	failure	run tests with conda-libmamba-solver enabled (DNM)	Tests	conda-libmamba-solver-tests	pull_request	2186130613	21m57s	Apr 18, 2022
completed	failure	run tests with conda-libmamba-solver enabled (DNM)	Tests	conda-libmamba-solver-tests	pull_request	2185713274	23m27s	Apr 18, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2185199221	1h17m10s	Apr 18, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2185007849	1h21m40s	Apr 18, 2022
completed	failure	workaround for #4354 - patch the vendored distutils.core too (#4434)	Tests	master	push	2184991943	15m11s	Apr 18, 2022
completed	failure	run tests with conda-libmamba-solver enabled (DNM)	Tests	conda-libmamba-solver-tests	pull_request	2184590409	20m37s	Apr 18, 2022
completed	failure	run tests with conda-libmamba-solver enabled (DNM)	Tests	conda-libmamba-solver-tests	pull_request	2184454095	21m57s	Apr 18, 2022
completed	failure	run tests with conda-libmamba-solver enabled (DNM)	Tests	conda-libmamba-solver-tests	pull_request	2184300180	21m21s	Apr 18, 2022
completed	failure	run tests with conda-libmamba-solver enabled (DNM)	Tests	conda-libmamba-solver-tests	pull_request	2184201286	22m27s	Apr 18, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2177264734	1h21m33s	Apr 16, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2174630843	1h20m20s	Apr 15, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2174616142	1h8m1s	Apr 15, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2174601763	1h20m49s	Apr 15, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2174246007	1h22m1s	Apr 15, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2174237428	1h8m57s	Apr 15, 2022
completed	failure	workaround for #4354 - patch the vendored distutils.core too	Tests	issue-4354-again	pull_request	2174208762	12m13s	Apr 15, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2173912500	1h20m54s	Apr 15, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2173882111	1h17m30s	Apr 15, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2173871283	0s	Apr 15, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2173398774	1h18m58s	Apr 15, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2173381525	1h7m28s	Apr 15, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2173367128	1h18m27s	Apr 15, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2173347304	1h13m43s	Apr 15, 2022
completed	failure	Making tests easier to run	Tests	makefile_updates	pull_request	2173308139	14m3s	Apr 15, 2022
completed	failure	run tests with conda-libmamba-solver enabled (DNM)	Tests	conda-libmamba-solver-tests	pull_request	2168896174	19m28s	Apr 14, 2022
completed	failure	run tests with conda-libmamba-solver enabled (DNM)	Tests	conda-libmamba-solver-tests	pull_request	2168812461	19m1s	Apr 14, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2168517266	1h24m58s	Apr 14, 2022
completed	failure	Making tests easier to run	Tests	makefile_updates	pull_request	2168384724	22m7s	Apr 14, 2022
completed	failure	run tests with conda-libmamba-solver enabled (DNM)	Tests	conda-libmamba-solver-tests	pull_request	2168260574	24m25s	Apr 14, 2022
completed	failure	run tests with conda-libmamba-solver enabled (DNM)	Tests	conda-libmamba-solver-tests	pull_request	2168181062	8m30s	Apr 14, 2022
completed	failure	run tests with conda-libmamba-solver enabled (DNM)	Tests	conda-libmamba-solver-tests	pull_request	2168106815	10m23s	Apr 14, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2167284867	1h36m59s	Apr 14, 2022
completed	failure	Support Setuptools 61.0.0+	Tests	hdl_new_sp_load	pull_request	2163564883	14m16s	Apr 13, 2022
completed	failure	Ensure `test/commands` & `run_test.*` both work	Tests	fix_tst_dir	pull_request	2163405718	13m32s	Apr 13, 2022
completed	failure	Making tests easier to run	Tests	makefile_updates	pull_request	2162190672	13m27s	Apr 13, 2022
completed	failure	don't assume 'extras_require' is present in pkginfo dict	Tests	issue-4354	pull_request	2158899958	17m4s	Apr 13, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2157466401	1h16m44s	Apr 12, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2157401127	1h4m1s	Apr 12, 2022
completed	failure	Making tests easier to run	Tests	makefile_updates	pull_request	2156310645	13m7s	Apr 12, 2022
completed	failure	Making tests easier to run	Tests	makefile_updates	pull_request	2156076988	13m37s	Apr 12, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2156041607	1h43m38s	Apr 12, 2022
completed	failure	Migrate MacOS Tests from Azure to GitHub Actions	Tests	macos_azure_to_gha	pull_request	2155700898	1h26m41s	Apr 12, 2022
completed	failure	Allow redirecting metadata output to another directory	Tests	configurable-metadata-dir	pull_request	2155002431	15m8s	Apr 14, 2022
completed	failure	Making tests easier to run	Tests	makefile_updates	pull_request	2151977033	14m34s	Apr 12, 2022
completed	failure	Making tests easier to run	Tests	makefile_updates	pull_request	2151781372	13m43s	Apr 11, 2022
